subject_ranking,subject_name,global_ranking,school_name,country,area,subject_score,global_score,enrollment,url
152,psychiatry-psychology,29,ETH Zurich,Switzerland,Zurich,46.6,79.3,"21,209",https://www.usnews.com/education/best-global-universities/eth-zurich-502241
153,psychiatry-psychology,30,Nanyang Technological University,Singapore,Singapore,46.6,79,"24,651",https://www.usnews.com/education/best-global-universities/nanyang-technological-university-503366
154,psychiatry-psychology,304,University of Kansas,United States,Lawrence,46.6,58.1,"24,147",https://www.usnews.com/education/best-global-universities/university-of-kansas-155317
155,psychiatry-psychology,322,Ulm University,Germany,Ulm,46.5,57.4,"10,271",https://www.usnews.com/education/best-global-universities/ulm-university-502475
156,psychiatry-psychology,342,University of Turku,Finland,Turku,46.5,56.4,"12,919",https://www.usnews.com/education/best-global-universities/university-of-turku-504089
157,psychiatry-psychology,81,University of Tokyo,Japan,Tokyo,46.3,72.4,"26,112",https://www.usnews.com/education/best-global-universities/university-of-tokyo-500248
158,psychiatry-psychology,178,University of Freiburg,Germany,Freiburg,46.1,64.1,N/A,https://www.usnews.com/education/best-global-universities/university-of-freiburg-503940
159,psychiatry-psychology,104,University of Southampton,United Kingdom,Southampton,46.1,69.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-southampton-504892
160,psychiatry-psychology,346,Leipzig University,Germany,Leipzig,46,56.2,N/A,https://www.usnews.com/education/best-global-universities/leipzig-university-503504
161,psychiatry-psychology,300,Western University (University of Western Ontario),Canada,London (Canada),46,58.2,N/A,https://www.usnews.com/education/best-global-universities/western-university-university-of-western-ontario-499965
162,psychiatry-psychology,148,Texas A&M University College Station,United States,College Station,45.9,66.5,"62,931",https://www.usnews.com/education/best-global-universities/texas-am-university-college-station-228723
163,psychiatry-psychology,212,University of Valencia,Spain,Valencia,45.9,62.4,"50,575",https://www.usnews.com/education/best-global-universities/university-of-valencia-504510
164,psychiatry-psychology,134,University of Sheffield,United Kingdom,Sheffield,45.8,67.3,"27,840",https://www.usnews.com/education/best-global-universities/university-of-sheffield-503922
165,psychiatry-psychology,426,York University - Canada,Canada,Toronto,45.8,53.8,"44,036",https://www.usnews.com/education/best-global-universities/york-university-canada-499962
166,psychiatry-psychology,554,Universita della Campania Vanvitelli,Italy,Caserta,45.7,49.5,N/A,https://www.usnews.com/education/best-global-universities/universita-della-campania-vanvitelli-529545
167,psychiatry-psychology,156,University of Milan,Italy,Milan,45.7,65.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-milan-506478
168,psychiatry-psychology,182,Eberhard Karls University of Tubingen,Germany,Tubingen,45.6,63.9,N/A,https://www.usnews.com/education/best-global-universities/eberhard-karls-university-of-tubingen-503424
169,psychiatry-psychology,146,University of Liverpool,United Kingdom,Liverpool,45.6,66.6,"27,145",https://www.usnews.com/education/best-global-universities/university-of-liverpool-506611
170,psychiatry-psychology,156,Universite de Montreal,Canada,Montreal,45.5,65.9,"38,189",https://www.usnews.com/education/best-global-universities/universite-de-montreal-506159
171,psychiatry-psychology,261,Dartmouth College,United States,Hanover,45.3,60.1,"6,440",https://www.usnews.com/education/best-global-universities/dartmouth-college-182670
172,psychiatry-psychology,74,University of Adelaide,Australia,Adelaide,45.3,72.8,"23,102",https://www.usnews.com/education/best-global-universities/university-of-adelaide-504015
173,psychiatry-psychology,109,Huazhong University of Science & Technology,China,Wuhan,45.2,69.1,"57,167",https://www.usnews.com/education/best-global-universities/huazhong-university-of-science-technology-505190
174,psychiatry-psychology,495,Victoria University Wellington,New Zealand,Wellington,45.1,51.5,"17,883",https://www.usnews.com/education/best-global-universities/victoria-university-wellington-504111
175,psychiatry-psychology,199,University of Bergen,Norway,Bergen,45,63,"15,202",https://www.usnews.com/education/best-global-universities/university-of-bergen-500374
176,psychiatry-psychology,314,Dalhousie University,Canada,Halifax,44.9,57.7,"16,901",https://www.usnews.com/education/best-global-universities/dalhousie-university-499990
177,psychiatry-psychology,317,University of South Florida,United States,Tampa,44.9,57.6,"39,907",https://www.usnews.com/education/best-global-universities/university-of-south-florida-137351
178,psychiatry-psychology,171,Universite Catholique Louvain,Belgium,Louvain-la-Neuve,44.8,64.7,"24,523",https://www.usnews.com/education/best-global-universities/universite-catholique-louvain-506348
179,psychiatry-psychology,409,University of Bath,United Kingdom,Bath,44.8,54.2,"16,730",https://www.usnews.com/education/best-global-universities/university-of-bath-506373
180,psychiatry-psychology,208,University of Vienna,Austria,Vienna,44.7,62.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-vienna-505908
181,psychiatry-psychology,231,University of Newcastle,Australia,Callaghan,44.6,61.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-newcastle-500363
182,psychiatry-psychology,99,University of Helsinki,Finland,Helsinki,44.5,70.3,N/A,https://www.usnews.com/education/best-global-universities/university-of-helsinki-501989
183,psychiatry-psychology,322,University of Notre Dame,United States,Notre Dame,44.5,57.4,"12,401",https://www.usnews.com/education/best-global-universities/university-of-notre-dame-152080
184,psychiatry-psychology,133,University of Texas Southwestern Medical Center Dallas,United States,Dallas,44.5,67.4,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-southwestern-medical-center-dallas-228635
185,psychiatry-psychology,750,Bar Ilan University,Israel,Ramat Gan,44.4,44.4,"17,269",https://www.usnews.com/education/best-global-universities/bar-ilan-university-505206
186,psychiatry-psychology,156,Newcastle University - UK,United Kingdom,Newcastle upon Tyne,44.4,65.9,"26,920",https://www.usnews.com/education/best-global-universities/newcastle-university-uk-503247
187,psychiatry-psychology,366,Catholic University of the Sacred Heart,Italy,Milan,44.2,55.5,N/A,https://www.usnews.com/education/best-global-universities/catholic-university-of-the-sacred-heart-503167
188,psychiatry-psychology,236,London School Economics & Political Science,United Kingdom,London (U.K.),44.1,61.2,"11,310",https://www.usnews.com/education/best-global-universities/london-school-economics-political-science-502076
189,psychiatry-psychology,127,Stockholm University,Sweden,Stockholm,44.1,67.8,N/A,https://www.usnews.com/education/best-global-universities/stockholm-university-505458
190,psychiatry-psychology,136,University of Alberta,Canada,Edmonton,44,67.1,"32,338",https://www.usnews.com/education/best-global-universities/university-of-alberta-499977
191,psychiatry-psychology,547,Philipps University Marburg,Germany,Marburg,43.9,49.8,N/A,https://www.usnews.com/education/best-global-universities/philipps-university-marburg-502174
192,psychiatry-psychology,160,University of Massachusetts Amherst,United States,Amherst,43.9,65.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-massachusetts-amherst-166629
193,psychiatry-psychology,127,Uppsala University,Sweden,Uppsala,43.8,67.8,N/A,https://www.usnews.com/education/best-global-universities/uppsala-university-501990
194,psychiatry-psychology,468,Florida International University,United States,Miami,43.1,52.6,"35,590",https://www.usnews.com/education/best-global-universities/florida-international-university-133951
195,psychiatry-psychology,263,Iowa State University,United States,Ames,42.9,60,N/A,https://www.usnews.com/education/best-global-universities/iowa-state-university-153603
196,psychiatry-psychology,295,University of Pavia,Italy,Pavia,42.8,58.6,N/A,https://www.usnews.com/education/best-global-universities/university-of-pavia-502948
197,psychiatry-psychology,196,Pompeu Fabra University,Spain,Barcelona,42.7,63.2,"11,965",https://www.usnews.com/education/best-global-universities/pompeu-fabra-university-504748
198,psychiatry-psychology,356,University of Kentucky,United States,Lexington,42.6,55.8,N/A,https://www.usnews.com/education/best-global-universities/university-of-kentucky-157085
199,psychiatry-psychology,352,University of St Andrews,United Kingdom,Fife,42.5,56,"9,645",https://www.usnews.com/education/best-global-universities/university-of-st-andrews-503328
200,psychiatry-psychology,163,University of Gottingen,Germany,Gottingen,42.4,65.7,"30,221",https://www.usnews.com/education/best-global-universities/university-of-gottingen-502609
201,psychiatry-psychology,593,San Diego State University,United States,San Diego,42.2,48.4,"31,340",https://www.usnews.com/education/best-global-universities/san-diego-state-university-122409
202,psychiatry-psychology,576,University of Kent,United Kingdom,Canterbury,42.2,48.9,N/A,https://www.usnews.com/education/best-global-universities/university-of-kent-500018
203,psychiatry-psychology,286,State University of New York (SUNY) Buffalo,United States,Buffalo,42.1,59,"27,393",https://www.usnews.com/education/best-global-universities/state-university-of-new-york-suny-buffalo-196088
204,psychiatry-psychology,432,Medical University of South Carolina,United States,Charleston,41.9,53.6,N/A,https://www.usnews.com/education/best-global-universities/medical-university-of-south-carolina-218335
205,psychiatry-psychology,304,Sichuan University,China,Chengdu,41.8,58.1,"49,543",https://www.usnews.com/education/best-global-universities/sichuan-university-506145
206,psychiatry-psychology,209,University of Turin,Italy,Turin,41.8,62.5,"58,463",https://www.usnews.com/education/best-global-universities/university-of-turin-502528
207,psychiatry-psychology,146,University of Gothenburg,Sweden,Gothenburg,41.6,66.6,"20,901",https://www.usnews.com/education/best-global-universities/university-of-gothenburg-501869
208,psychiatry-psychology,163,University of Warwick,United Kingdom,Coventry,41.6,65.7,"23,895",https://www.usnews.com/education/best-global-universities/university-of-warwick-503443
209,psychiatry-psychology,203,Griffith University,Australia,Nathan,41.5,62.8,"35,900",https://www.usnews.com/education/best-global-universities/griffith-university-501686
210,psychiatry-psychology,219,University of Pisa,Italy,Pisa,41.4,61.9,"34,459",https://www.usnews.com/education/best-global-universities/university-of-pisa-501006
211,psychiatry-psychology,203,National Taiwan University,Taiwan,Taipei,41.3,62.8,"25,215",https://www.usnews.com/education/best-global-universities/national-taiwan-university-504077
212,psychiatry-psychology,140,Kyoto University,Japan,Kyoto,41.2,66.9,N/A,https://www.usnews.com/education/best-global-universities/kyoto-university-505388
213,psychiatry-psychology,346,Ruhr University Bochum,Germany,Bochum,41.2,56.2,N/A,https://www.usnews.com/education/best-global-universities/ruhr-university-bochum-500459
214,psychiatry-psychology,304,Stellenbosch University,South Africa,Stellenbosch,41.1,58.1,"24,907",https://www.usnews.com/education/best-global-universities/stellenbosch-university-500980
215,psychiatry-psychology,269,University of Texas Health Science Center Houston,United States,Houston,41.1,59.7,N/A,https://www.usnews.com/education/best-global-universities/university-of-texas-health-science-center-houston-229300
